WKT,OBJECTID,hour,lon,depth,month,second,magnitude,year,lat,day,minute,Shape_X,Shape_Y
POINT (-13203606.2041 4503421.0099),590,18,-118.61,10.9,11,25.37,5.79,1984,37.46,23,8,-1.30E+07,4503421
POINT (-13203606.2036 4499214.651),591,19,-118.61,12.8,11,34.7,5.49,1984,37.43,23,12,-1.30E+07,4499215
POINT (-13208058.9843 4502018.7024),592,16,-118.65,9,11,40.83,5.12,1984,37.45,26,21,-1.30E+07,4502019
POINT (-13226983.3098 4602053.9036),593,11,-118.82,13.3,1,21.4,5,1985,38.16,24,27,-1.30E+07,4602054
POINT (-13363906.2816 4321281.4955),594,12,-120.05,6,8,56.03,6.08,1985,36.15,4,1,-1.30E+07,4321281
POINT (-13500829.2842 4411266.5899),595,19,-121.28,8.7,1,50.93,5.39,1986,36.8,26,20,-1.40E+07,4411267
POINT (-13953899.7483 5105716.1015),596,1,-125.35,10,2,57.25,5.3,1986,41.63,11,15,-1.40E+07,5105716
POINT (-13546470.2908 4506226.156),597,11,-121.69,9.2,3,39.8,5.61,1986,37.48,31,55,-1.40E+07,4506226
POINT (-12980967.1477 4028802.6827),598,9,-116.61,10.3,7,44.56,6.02,1986,34,8,20,-1.30E+07,4028803
POINT (-13121229.7214 3891323.2657),599,13,-117.87,6,7,8.21,5.81,1986,32.97,13,47,-1.30E+07,3891323
POINT (-13184681.8887 4518858.7872),600,14,-118.44,6.8,7,45.45,5.77,1986,37.57,20,29,-1.30E+07,4518859
POINT (-13184681.8883 4514646.2273),601,14,-118.44,10.6,7,26.01,6.22,1986,37.54,21,42,-1.30E+07,4514646
POINT (-13181342.3022 4504823.5065),602,14,-118.41,11.5,7,8.61,5.7,1986,37.47,21,51,-1.30E+07,4504824
POINT (-13179115.9137 4523073.0449),603,22,-118.39,3.1,7,16.36,5.38,1986,37.6,21,7,-1.30E+07,4523073
POINT (-13188021.4735 4513242.417),604,13,-118.47,12.2,7,59.17,5,1986,37.53,22,48,-1.30E+07,4513242
POINT (-13176889.5219 4504823.5069),605,7,-118.37,7.3,7,39.77,5.47,1986,37.47,31,22,-1.30E+07,4504824
POINT (-13180229.1076 4510435.3621),606,14,-118.4,9.5,8,18.15,5.1,1986,37.51,1,28,-1.30E+07,4510435
POINT (-13873749.6825 4919856.9672),607,23,-124.63,0.4,11,58.53,5.1,1986,40.37,21,32,-1.40E+07,4919857
POINT (-13848146.1959 4918395.9577),608,23,-124.4,16.1,11,18.99,5.1,1986,40.36,21,34,-1.40E+07,4918396
POINT (-12836251.7706 3814614.3944),609,3,-115.31,6,2,14.85,5.48,1987,32.39,7,45,-1.30E+07,3814614
POINT (-13436263.9599 4295119.4957),610,7,-120.7,6,2,53.42,5.2,1987,35.96,14,26,-1.30E+07,4295119
POINT (-13845919.8068 4927165.2859),611,23,-124.38,17.5,7,57.82,5.99,1987,40.42,31,56,-1.40E+07,4927165
POINT (-13144606.8277 4036862.0553),612,14,-118.08,9.5,10,20.02,5.89,1987,34.06,1,42,-1.30E+07,4036862
POINT (-13146833.2181 4038205.8402),613,10,-118.1,8.3,10,38.19,5.21,1987,34.07,4,59,-1.30E+07,4038206
POINT (-12889685.1413 3907256.7012),614,1,-115.79,10.8,11,14.66,6.04,1987,33.09,24,54,-1.30E+07,3907257
POINT (-12896364.3114 3897959.5688),615,13,-115.85,11.2,11,56.71,6.51,1987,33.02,24,15,-1.30E+07,3897960
POINT (-13504168.8695 4411266.5896),616,8,-121.31,9.6,2,57.24,5.03,1988,36.8,20,39,-1.40E+07,4411267
POINT (-13218077.7123 4155731.0316),617,23,-118.74,6.8,6,43.05,5.37,1988,34.94,10,6,-1.30E+07,4155731
POINT (-13552036.2649 4493608.7629),618,1,-121.74,9.7,6,36.52,5.01,1988,37.39,13,45,-1.40E+07,4493609
POINT (-13569847.3831 4457243.3154),619,18,-121.9,13.2,6,22.32,5.3,1988,37.13,27,43,-1.40E+07,4457243
POINT (-13173549.9493 4644614.4955),620,2,-118.34,9,9,31.77,5,1988,38.46,19,56,-1.30E+07,4644614
POINT (-13150172.8041 4048961.8372),621,11,-118.13,14.3,12,26.45,5.02,1988,34.15,3,38,-1.30E+07,4048962
POINT (-12988759.5132 4026117.4864),622,5,-116.68,8.1,12,4,5.03,1988,33.98,16,53,-1.30E+07,4026117
POINT (-13573186.9685 4460036.2084),623,8,-121.93,14,8,27.39,5.4,1989,37.15,8,13,-1.40E+07,4460036
POINT (-13875976.0719 4912554.0712),624,17,-124.65,16.9,9,18.4,5.13,1989,40.32,21,41,-1.40E+07,4912554
POINT (-13567620.9917 4444684.4179),625,,-121.88,17.3,10,15.2,6.89,1989,37.04,18,4,-1.40E+07,4444684
POINT (-13586545.3099 4465624.211),626,,-122.05,15.8,10,23.77,5.1,1989,37.19,18,41,-1.40E+07,4465624
POINT (-13838127.4383 4899422.4784),627,20,-124.31,13,1,21.37,5.46,1990,40.23,16,8,-1.40E+07,4899422
POINT (-13102305.4148 4047616.7843),628,23,-117.7,4.5,2,36.75,5.67,1990,34.14,28,43,-1.30E+07,4047617
POINT (-13543130.6987 4429354.855),629,13,-121.66,5.6,4,51.3,5.4,1990,36.93,18,53,-1.40E+07,4429355
POINT (-13545357.0892 4433533.448),630,15,-121.68,6.8,4,3.45,5.1,1990,36.96,18,46,-1.40E+07,4433533
POINT (-13261492.3563 4586492.2747),631,6,-119.13,12.6,10,19.51,5.31,1990,38.05,24,15,-1.30E+07,4586492
POINT (-13134588.0738 4065114.957),632,14,-117.99,9.2,6,54.66,5.64,1991,34.27,28,43,-1.30E+07,4065115
POINT (-13961692.0927 4922779.6326),633,,-125.42,5,8,3.2,5.17,1991,40.39,3,49,-1.40E+07,4922780
POINT (-13958352.5298 5116147.0292),634,22,-125.39,10,8,17.21,6.27,1991,41.7,16,26,-1.40E+07,5116147
POINT (-13830335.0737 4906715.653),635,19,-124.24,9.6,8,40.55,6.12,1991,40.28,17,29,-1.40E+07,4906716
POINT (-13959465.727 5134055.0735),636,22,-125.4,13.5,8,14.68,7.03,1991,41.82,17,17,-1.40E+07,5134055
POINT (-13519753.5893 4274509.718),637,21,-121.45,6,9,28.16,5.01,1991,35.81,17,10,-1.40E+07,4274510
POINT (-13829221.8782 4903797.737),638,3,-124.23,11.1,3,4.44,5.45,1992,40.26,8,43,-1.40E+07,4903798
POINT (-12948684.4893 4023432.9251),639,4,-116.32,12.3,4,23.23,6.15,1992,33.96,23,50,-1.30E+07,4023433
POINT (-13829221.8793 4914014.2225),640,18,-124.23,10.2,4,5.19,7.15,1992,40.33,25,6,-1.40E+07,4914014
POINT (-13867070.5132 4928627.5984),641,7,-124.57,19.5,4,40.08,6.45,1992,40.43,26,41,-1.40E+07,4928628
POINT (-13896013.5846 4927165.2804),642,11,-124.83,14.2,4,23.01,6.6,1992,40.42,26,18,-1.40E+07,4927165
POINT (-13849259.3902 4911094.1442),643,21,-124.41,20.3,6,43.07,5.17,1992,40.31,5,46,-1.40E+07,4911094
POINT (-12962042.8327 4055689.5215),644,11,-116.44,1,6,34.13,7.29,1992,34.2,28,57,-1.30E+07,4055690
POINT (-12958703.2467 4046271.8971),645,12,-116.41,,6,44,5.77,1992,34.13,28,,-1.30E+07,4046272
POINT (-12948684.4908 4044927.1598),646,12,-116.32,6,6,16.19,5.7,1992,34.12,28,1,-1.30E+07,4044927
POINT (-12965382.4168 4036862.0675),647,12,-116.47,6,6,16.96,5,1992,34.06,28,2,-1.30E+07,4036862
POINT (-12959816.4417 4042238.1601),648,12,-116.42,6,6,31.08,5,1992,34.1,28,2,-1.30E+07,4042238
POINT (-12960929.6369 4044927.1589),649,12,-116.43,8.3,6,40.77,5.49,1992,34.12,28,36,-1.30E+07,4044927
POINT (-12969835.1998 4074548.2655),650,12,-116.51,6,6,53.57,5.41,1992,34.34,28,40,-1.30E+07,4074548
POINT (-13007683.8316 4050307.0625),651,14,-116.85,11.1,6,21.85,5.53,1992,34.16,28,43,-1.30E+07,4050307
POINT (-13005457.4417 4055689.5187),652,15,-116.83,5.4,6,30.73,6.49,1992,34.2,28,5,-1.30E+07,4055690
POINT (-13014363.0031 4063767.9929),653,17,-116.91,7.7,6,57.56,5.26,1992,34.26,28,5,-1.30E+07,4063768
POINT (-12931986.5898 4389046.2444),654,10,-116.17,13.1,6,20.06,5.73,1992,36.64,29,14,-1.30E+07,4389046
POINT (-12957590.0514 4042238.1602),655,14,-116.4,10.3,6,37.73,5.69,1992,34.1,29,8,-1.30E+07,4042238
POINT (-12956476.8563 4042238.1603),656,14,-116.39,11.7,6,38.77,5.38,1992,34.1,29,13,-1.30E+07,4042238
POINT (-12943118.513 4011360.1871),657,16,-116.27,1.1,6,42.79,5.46,1992,33.87,29,1,-1.30E+07,4011360
POINT (-12953137.2701 4028802.6846),658,14,-116.36,1.9,6,11.72,5.13,1992,34,30,38,-1.30E+07,4028803
POINT (-12964269.2242 4073200.1704),659,7,-116.46,6,7,29.9,5.34,1992,34.33,1,40,-1.30E+07,4073200
POINT (-12948684.495 4106950.9674),660,21,-116.32,6,7,27.6,5.42,1992,34.58,5,18,-1.30E+07,4106951
POINT (-13006570.6372 4061074.5289),661,1,-116.84,,7,57.61,5.29,1992,34.24,9,43,-1.30E+07,4061075
POINT (-13143493.6437 4192456.7253),662,18,-118.07,10.7,7,16.16,5.67,1992,35.21,11,14,-1.30E+07,4192457
POINT (-13008797.0271 4055689.5184),663,20,-116.86,11.3,8,52.12,5.23,1992,34.2,17,41,-1.30E+07,4055690
POINT (-12953137.2707 4036862.0682),664,8,-116.36,8.3,9,11.29,5.19,1992,34.06,15,47,-1.30E+07,4036862
POINT (-13013249.8087 4074548.2624),665,16,-116.9,1.4,11,57.49,5.29,1992,34.34,27,,-1.30E+07,4074548
POINT (-13013249.809 4078593.5137),666,2,-116.9,3,12,57.5,5.2,1992,34.37,4,8,-1.30E+07,4078594
POINT (-13116776.9831 4464226.9738),667,23,-117.83,9.1,5,50.1,6.11,1993,37.18,17,20,-1.30E+07,4464227
POINT (-13112324.2021 4457243.3553),668,14,-117.79,8.1,5,23.41,5.01,1993,37.13,19,13,-1.30E+07,4457243
POINT (-13258152.7376 4184284.9379),669,4,-119.1,21.4,5,40.6,5.19,1993,35.15,28,47,-1.30E+07,4184285
POINT (-12948684.4899 4032831.6644),670,1,-116.32,9.1,8,38.4,5,1993,34.03,21,46,-1.30E+07,4032832
POINT (-13584318.9975 5209035.8687),671,3,-122.03,10.3,9,55.63,5.96,1993,42.32,21,28,-1.40E+07,5209036
POINT (-13587658.5835 5215059.9688),672,5,-122.06,10.3,9,35.23,5.94,1993,42.36,21,45,-1.40E+07,5215060
POINT (-13582092.6068 5204520.3062),673,22,-122.01,6.5,12,19.72,5.41,1993,42.29,4,15,-1.40E+07,5204520
POINT (-13195813.8034 4057035.5183),674,12,-118.54,18.4,1,55.39,6.65,1994,34.21,17,30,-1.30E+07,4057036
POINT (-13190247.8285 4065114.9531),675,12,-118.49,6,1,58.12,5.89,1994,34.27,17,31,-1.30E+07,4065115
POINT (-13203606.1702 4074548.2491),676,12,-118.61,6,1,36.12,5.2,1994,34.34,17,40,-1.30E+07,4074548
POINT (-13213624.926 4073200.1529),677,23,-118.7,9.8,1,30.69,5.83,1994,34.33,17,33,-1.30E+07,4073200
POINT (-13213624.9265 4079942.2386),678,,-118.7,11.3,1,8.89,5.24,1994,34.38,18,43,-1.30E+07,4079942
POINT (-13214738.1216 4079942.2386),679,21,-118.71,14.4,1,28.61,5.26,1994,34.38,19,9,-1.30E+07,4079942
POINT (-13204719.3657 4079942.2392),680,21,-118.62,11.3,1,44.9,5.07,1994,34.38,19,11,-1.30E+07,4079942
POINT (-13200266.5847 4070504.4449),681,11,-118.58,1.1,1,35.97,5.06,1994,34.31,29,20,-1.30E+07,4070504
POINT (-13188021.438 4059728.0239),682,21,-118.47,13.1,3,12.26,5.29,1994,34.23,20,20,-1.30E+07,4059728
POINT (-13990635.1644 4924241.2923),683,15,-125.68,10,9,53.08,7,1994,40.4,1,15,-1.40E+07,4924241
POINT (-13318265.3161 4694492.8712),684,12,-119.64,1.7,9,41.96,5.89,1994,38.81,12,23,-1.30E+07,4694493
POINT (-12796176.7443 3772503.3487),685,14,-114.95,10,10,48.63,5.22,1994,32.07,3,,-1.30E+07,3772503
POINT (-13838127.4466 4974067.7624),686,14,-124.31,23.5,12,29.17,5.48,1994,40.74,26,10,-1.40E+07,4974068
POINT (-13975050.4362 4947657.5066),687,4,-125.54,10,2,16.19,6.6,1995,40.56,19,3,-1.40E+07,4947658
POINT (-13210285.3413 4081291.1389),688,8,-118.67,13.3,6,28.94,5.02,1995,34.39,26,40,-1.30E+07,4081291
POINT (-13097852.6507 4270392.4734),689,22,-117.66,5.6,8,58.99,5.4,1995,35.78,17,39,-1.30E+07,4270392
POINT (-13095626.2602 4267648.4847),690,23,-117.64,5.4,9,36.27,5.54,1995,35.76,20,27,-1.30E+07,4267648
POINT (-13096739.4553 4267648.4847),691,14,-117.65,4,1,53.02,5.17,1996,35.76,7,32,-1.30E+07,4267648
POINT (-14016238.6741 5128081.9963),692,20,-125.91,10,7,44.79,5.68,1996,41.78,24,15,-1.40E+07,5128082
POINT (-13096739.4587 4311635.5364),693,20,-117.65,1.2,11,24.11,5.09,1996,36.08,27,17,-1.30E+07,4311636
POINT (-13845919.8045 4905256.5854),694,7,-124.38,23.7,1,16.81,5.68,1997,40.27,22,17,-1.40E+07,4905257
POINT (-13004344.254 4159805.6887),695,15,-116.82,1.7,3,47.72,5.26,1997,34.97,18,24,-1.30E+07,4159806
POINT (-13210285.3411 4078593.4999),696,10,-118.67,16.4,4,30.67,5.07,1997,34.37,26,37,-1.30E+07,4078593
POINT (-13955012.9333 5019720.1741),697,10,-125.36,7.3,10,34.01,5.57,1997,41.05,4,57,-1.40E+07,5019720
POINT (-13932749.0313 5012342.3875),698,10,-125.16,5.7,10,8.3,5.35,1997,41,26,44,-1.40E+07,5012342
POINT (-13160191.6002 4558258.1945),699,8,-118.22,6.4,11,53.93,5.34,1997,37.85,2,51,-1.30E+07,4558258
POINT (-13095626.2636 4310258.2406),700,5,-117.64,1.8,3,40.34,5.2,1998,36.07,6,47,-1.30E+07,4310258
POINT (-13093399.8735 4311635.5367),701,,-117.62,1.7,3,46.84,5.04,1998,36.08,7,36,-1.30E+07,4311636
POINT (-13224756.9124 4521668.0998),702,5,-118.8,7,6,40.16,5.13,1998,37.59,9,24,-1.30E+07,4521668
POINT (-13225870.1072 4517454.4085),703,4,-118.81,6.2,7,19.25,5.07,1998,37.56,15,53,-1.30E+07,4517454
POINT (-13520866.795 4404317.7409),704,14,-121.46,9.1,8,25.12,5.17,1998,36.75,12,10,-1.40E+07,4404318
POINT (-13626620.3811 4956453.0475),705,19,-122.41,23.4,11,53.75,5.37,1998,40.62,26,49,-1.40E+07,4956453
POINT (-13947220.5615 4963788.633),706,,-125.29,4.9,11,49.06,5.52,1998,40.67,27,43,-1.40E+07,4963789
POINT (-13226983.3019 4513242.4135),707,13,-118.82,5.6,5,10.66,5.53,1999,37.53,15,22,-1.30E+07,4513242
POINT (-13033287.3531 4493608.8088),708,16,-117.08,7.5,8,22.05,5.67,1999,37.39,1,6,-1.30E+07,4493609
POINT (-12943118.5195 4108303.106),709,9,-116.27,,10,44.13,7.12,1999,34.59,16,46,-1.30E+07,4108303
POINT (-12945344.9106 4120479.6831),710,9,-116.29,10.8,10,35.2,5.77,1999,34.68,16,59,-1.30E+07,4120480
POINT (-13028834.5392 4061074.5273),711,9,-117.04,6,10,38,5.6,1999,34.24,16,59,-1.30E+07,4061075
POINT (-12940892.128 4088038.0768),712,12,-116.25,2,10,21.06,5.37,1999,34.44,16,57,-1.30E+07,4088038
POINT (-13941654.5816 4922779.6348),713,15,-125.24,5.5,3,56.38,5.86,2000,40.39,16,19,-1.40E+07,4922780
POINT (-13626620.348 4633247.7281),714,8,-122.41,9.9,9,30.11,5.17,2000,38.38,3,36,-1.40E+07,4633248
POINT (-13946107.3675 4974067.7502),715,13,-125.28,5.6,1,42.32,5.54,2001,40.74,13,8,-1.40E+07,4974068
POINT (-13018815.7838 4067809.3905),716,21,-116.95,9.1,2,5.78,5.13,2001,34.29,10,5,-1.30E+07,4067809
POINT (-13121229.7502 4303374.3839),717,12,-117.87,3,7,26.1,5.17,2001,36.02,17,7,-1.30E+07,4303374
POINT (-13430698.0345 4839820.2965),718,20,-120.65,17.8,8,26.6,5.18,2001,39.82,10,19,-1.30E+07,4839820
POINT (-13944994.1677 4930090.122),719,8,-125.27,2.4,9,23,5.1,2001,40.44,20,2,-1.40E+07,4930090
POINT (-12969835.1923 3963195.8892),720,7,-116.51,15.2,10,16.63,5.09,2001,33.51,31,56,-1.30E+07,3963196
POINT (-12801742.7194 3763311.2475),721,23,-115,7,12,10.11,5.74,2001,32,8,36,-1.30E+07,3763311
POINT (-12837364.9652 3805389.9132),722,19,-115.32,7,2,41.75,5.48,2002,32.32,22,32,-1.30E+07,3805390
POINT (-13870410.1048 4985828.5759),723,16,-124.6,22.3,6,7.52,5.27,2002,40.82,17,55,-1.40E+07,4985829
POINT (-13007683.833 4070504.4583),724,12,-116.85,1.2,2,10.58,5.19,2003,34.31,22,19,-1.30E+07,4070504
POINT (-13962805.2976 5009392.8356),725,9,-125.43,8.6,8,14.93,5.24,2003,40.98,15,22,-1.40E+07,5009393
POINT (-13480791.7604 4259420.6235),726,19,-121.1,8.1,12,56.26,6.55,2003,35.7,22,15,-1.30E+07,4259421
POINT (-13126795.6917 3806707.2424),727,22,-117.92,10,6,48.16,5.04,2004,32.33,15,28,-1.30E+07,3806707
POINT (-13211398.5766 4580839.3064),728,23,-118.68,5.5,9,17.75,5.4,2004,38.01,18,2,-1.30E+07,4580839
POINT (-13209172.1866 4582252.2606),729,23,-118.66,10.2,9,41.79,5.37,2004,38.02,18,43,-1.30E+07,4582252
POINT (-13399528.5207 4275882.4991),730,17,-120.37,8.6,9,24.25,5.97,2004,35.82,28,15,-1.30E+07,4275882
POINT (-13414000.0583 4293744.2969),731,17,-120.5,11.4,9,4.03,5.07,2004,35.95,29,10,-1.30E+07,4293744
POINT (-13204719.3757 4217008.3752),732,22,-118.62,3.5,9,54.24,5.02,2004,35.39,29,54,-1.30E+07,4217008
POINT (-13267058.2972 4167959.4317),733,19,-119.18,10.3,4,13.55,5.15,2005,35.03,16,18,-1.30E+07,4167959
POINT (-12976514.3631 3965866.4041),734,15,-116.57,14.2,6,46.54,5.21,2005,33.53,12,41,-1.30E+07,3965866
POINT (-14020691.4458 5055211.879),735,2,-125.95,16,6,54.19,7.22,2005,41.29,15,50,-1.40E+07,5055212
POINT (-13575413.3681 4565309.4788),736,18,-121.95,0.6,6,57.64,5.24,2005,37.9,20,14,-1.40E+07,4565309
POINT (-13495263.3034 4347506.9358),737,7,-121.23,5.2,7,28.11,5.69,2005,36.34,4,11,-1.30E+07,4347507
POINT (-12872987.2153 3916561.2388),738,1,-115.64,9.8,9,19.81,5.15,2005,33.16,2,27,-1.30E+07,3916561
POINT (-14015125.4828 5157984.7451),739,20,-125.9,10,3,6.77,5,2006,41.98,25,14,-1.40E+07,5157985
POINT (-12827346.2092 3804072.7132),740,4,-115.23,6,5,26.01,5.37,2006,32.31,24,20,-1.30E+07,3804073
POINT (-13851485.7799 4906715.6508),741,11,-124.43,20.7,7,43.45,5,2006,40.28,19,41,-1.40E+07,4906716
POINT (-13900021.0905 4959826.7203),742,12,-124.866,,2,54.48,5.4,2007,40.643,26,19,-1.40E+07,4959827
POINT (-13916719.012 4920587.5499),743,7,-125.016,0.2,5,3.83,5.4,2007,40.375,9,50,-1.40E+07,4920588
POINT (-13895345.6791 5029467.4534),744,2,-124.824,3.4,6,24.62,5,2007,41.116,25,32,-1.40E+07,5029467
POINT (-13555821.1288 4499775.37),745,3,-121.774,10,10,54.81,5.6,2007,37.434,31,4,-1.40E+07,4499775
POINT (-12836808.3687 3823318.3126),746,7,-115.315,2.9,2,5.8,5.1,2008,32.456,9,12,-1.30E+07,3823318
POINT (-12837031.0076 3821075.7852),747,18,-115.317,2.7,2,31.8,5.1,2008,32.439,11,29,-1.30E+07,3821076
POINT (-12838923.4395 3824901.5278),748,4,-115.334,13,2,37.9,5,2008,32.468,12,32,-1.30E+07,3824902
POINT (-12837031.0077 3824901.5279),749,22,-115.317,10.7,2,30.7,5.1,2008,32.468,19,41,-1.30E+07,3824902
POINT (-13351583.2552 4796881.3212),750,6,-119.939,2.8,4,10.453,5.1,2008,39.5231,26,40,-1.30E+07,4796881
POINT (-13350547.9838 4796433.9568),751,6,-119.93,1.4,4,10.61,5,2008,39.52,26,40,-1.30E+07,4796434
POINT (-13747624.6891 4988182.4546),752,3,-123.497,29.1,4,6.9,5.4,2008,40.836,30,3,-1.40E+07,4988182
POINT (-13109095.9032 4022493.4659),753,18,-117.761,14.7,7,15.71,5.5,2008,33.953,29,42,-1.30E+07,4022493
POINT (-13873527.0431 4915036.4487),754,9,-124.628,21.6,10,22.34,5,2008,40.337,26,27,-1.40E+07,4915036
POINT (-12959705.1287 4138498.217),755,4,-116.419,7.3,12,42.85,5.1,2008,34.813,6,18,-1.30E+07,4138498
POINT (-12882783.3335 3937590.2601),756,11,-115.728,5.8,3,43.02,5,2009,33.318,24,55,-1.30E+07,3937590
POINT (-13874528.9182 4911094.1415),757,10,-124.637,16.9,8,34.72,5,2009,40.31,7,49,-1.40E+07,4911094
POINT (-12831465.0316 3813427.9899),758,22,-115.267,3,9,18.5,5.2,2009,32.381,19,55,-1.30E+07,3813428
POINT (-13119893.9202 4354142.4555),759,10,-117.858,5.6,10,24.67,5.1,2009,36.388,1,1,-1.30E+07,4354142
POINT (-13120227.8787 4354557.3095),760,1,-117.861,,10,0.31,5.2,2009,36.391,3,16,-1.30E+07,4354557
POINT (-13054994.6369 4238604.4755),761,21,-117.275,2.2,11,30.63,5.1,2009,35.548,16,21,-1.30E+07,4238604
POINT (-12820110.4419 3820811.9872),762,18,-115.165,9,12,57.7,5.9,2009,32.437,30,48,-1.30E+07,3820812
POINT (-13880651.4965 4961147.1837),763,,-124.692,29.3,1,39.32,6.5,2010,40.652,10,27,-1.40E+07,4961147
POINT (-13910596.4398 4925995.5835),764,20,-124.961,23.6,2,21.97,5.9,2010,40.412,4,20,-1.40E+07,4925996
POINT (-12891688.8891 3850658.4359),765,11,-115.808,13.6,4,14.88,5.1,2010,32.663,5,14,-1.30E+07,3850658
POINT (-12890909.6524 3847617.5254),766,13,-115.801,,4,5.4,5,2010,32.64,5,33,-1.30E+07,3847618
POINT (-12891466.2501 3852245.3086),767,18,-115.806,6,5,11.02,5,2010,32.675,8,33,-1.30E+07,3852245
POINT (-12887792.7058 3844445.2349),768,17,-115.773,3.5,5,58.8,5.1,2010,32.616,22,30,-1.30E+07,3844445
POINT (-12904267.994 3855551.9774),769,4,-115.921,5.4,6,58.48,5.8,2010,32.7,15,26,-1.30E+07,3855552
POINT (-12967497.4819 3951186.199),770,23,-116.489,14,7,33.53,5.5,2010,33.42,7,53,-1.30E+07,3951186
POINT (-13780241.3099 5033457.8114),771,21,-123.79,28.2,2,2.77,5.6,2012,41.143,13,7,-1.40E+07,5033458
POINT (-13973714.5993 4922048.881),772,1,-125.528,25,7,1.69,5.1,2012,40.385,21,52,-1.40E+07,4922049
POINT (-13951784.6571 4925995.579),773,6,-125.331,6.1,7,21.25,5.2,2012,40.412,21,4,-1.40E+07,4925996
POINT (-12862523.1802 3897826.8083),774,19,-115.546,12.3,8,22.9,5.4,2012,33.019,26,31,-1.30E+07,3897827
POINT (-12862857.1387 3898490.6366),775,20,-115.549,9,8,58.2,5.5,2012,33.024,26,57,-1.30E+07,3898491
POINT (-13453629.8072 4343499.9798),776,6,-120.856,9.4,10,9.5,5.4,2012,36.311,21,55,-1.30E+07,4343500
POINT (-13141601.2443 4583382.7687),777,,-118.053,12.4,2,14.27,5.2,2013,38.028,13,10,-1.30E+07,4583383
POINT (-13476283.3788 4893854.1604),778,3,-121.06,9.7,5,8.1,5.7,2013,40.1918,24,47,-1.30E+07,4893854
POINT (-13929832.4573 4987108.4126),779,5,-125.134,16.6,3,13.4,6.8,2014,40.8287,10,18,-1.40E+07,4987108
POINT (-13126480.3035 4019742.6676),780,4,-117.917,4.77,3,42.31,5.1,2014,33.9325,29,9,-1.30E+07,4019743
POINT (-13615748.1368 4609867.1007),781,10,-122.312,11.12,8,44.07,6.02,2014,38.21517,24,20,-1.40E+07,4609867
POINT (-14001173.4152 4930382.6483),782,12,-125.775,23.9,1,14.57,5.36,2015,40.442,1,16,-1.40E+07,4930383
POINT (-13871152.2303 4912237.7304),783,21,-124.607,17.17,1,53.71,5.73,2015,40.31783,28,8,-1.40E+07,4912238